de-de,Crystal-Ball-Mycroft-Skill.random.answer,Ja
de-de,Crystal-Ball-Mycroft-Skill.random.answer,Nein
de-de,Crystal-Ball-Mycroft-Skill.random.answer,Versuch später nocheinmal zu fragen
de-de,Crystal-Ball-Mycroft-Skill.random.answer,definitiv
de-de,Crystal-Ball-Mycroft-Skill.random.answer,selbstverständlich nicht
de-de,Crystal-Ball-Mycroft-Skill.random.answer,Sicher
de-de,Crystal-Ball-Mycroft-Skill.random.answer,Nee
de-de,Crystal-Ball-Mycroft-Skill.random.answer,Warum nicht?
de-de,Crystal-Ball-Mycroft-Skill.random.answer,Ich würde nicht drauf wetten
de-de,Crystal-Ball-Mycroft-Skill.random.answer,Logo!
de-de,Crystal-Ball-Mycroft-Skill.random.answer,Das kann dauern
de-de,Number-Guess-Mycroft-Skill.correct,Stimmt!
de-de,Number-Guess-Mycroft-Skill.correct,Du hast es erraten!
de-de,Number-Guess-Mycroft-Skill.correct,Richtig!
de-de,Number-Guess-Mycroft-Skill.correct,Das ist die Nummer!
de-de,Number-Guess-Mycroft-Skill.correct,Gut gemacht!
de-de,Number-Guess-Mycroft-Skill.correct,Du gewinnst!
de-de,Number-Guess-Mycroft-Skill.get.lower,Was soll die Untergrenze sein?
de-de,Number-Guess-Mycroft-Skill.get.upper,Was soll die Obergrenze sein?
de-de,Number-Guess-Mycroft-Skill.guess,Errate die Zahl
de-de,Number-Guess-Mycroft-Skill.guess,Was denkst du wie die Nummer lautet
de-de,Number-Guess-Mycroft-Skill.guess,Rate
de-de,Number-Guess-Mycroft-Skill.input.error,Ich konnte nicht verstehen was du gesagt hast
de-de,Number-Guess-Mycroft-Skill.input.error,Etwas lief schief als ich das zu verstehen versuchte
de-de,Number-Guess-Mycroft-Skill.input.error,Ein Eingabefehler ist aufgetreten
de-de,Number-Guess-Mycroft-Skill.input.error,Könntest du das noch einmal sagen?
de-de,Number-Guess-Mycroft-Skill.invalid.input,Diese Antwort war ungültig. Ich brauche eine Nummer
de-de,Number-Guess-Mycroft-Skill.invalid.input,Bitte antworte mit einer Nummer
de-de,Number-Guess-Mycroft-Skill.invalid.input,Du musst mit einer Nummer antworten
de-de,Number-Guess-Mycroft-Skill.invalid.input,Das ist keine Nummer
de-de,Number-Guess-Mycroft-Skill.start.game,OK lass uns spielen
de-de,Number-Guess-Mycroft-Skill.start.game,Lasst das Spiel beginnen
de-de,Number-Guess-Mycroft-Skill.start.game,starte Spiel
de-de,Number-Guess-Mycroft-Skill.start.game,Lass uns beginnen
de-de,Number-Guess-Mycroft-Skill.start.game,Mal sehen was du hast
de-de,Number-Guess-Mycroft-Skill.start.game,In Ordung. Lass uns Zahl erraten spielen
de-de,Number-Guess-Mycroft-Skill.too.high,Zu hoch
de-de,Number-Guess-Mycroft-Skill.too.low,Zu niedrig
de-de,aircrack.cannot.sudo,Fehler ich kann den Aircrack-Befehle nicht ohne Passwort sudo ausführen. Hinweise zum sudo-Zugriff findest du unter github.com/JonStratton/skill-aircrack.
de-de,aircrack.captured.handshake,Captured Handshake
de-de,aircrack.confirm.permission,Der Zugriff auf ein Wi-Fi-Netzwerk zu dessen Nutzung du nicht berechtigt bist kann illegal sein. Bitte bestätige dass du die Berechtigung hast dich mit diesem Netzwerk zu verbinden indem du JA sagst andernfalls sage NEIN um abzubrechen.
de-de,aircrack.deauthing.clients,Clients Dauthing die mit dem {{selected_network}} Netzwerk verbunden sind.
de-de,aircrack.interfaces.are,Folgende Schnittstellen sind verfügbar: {{available_interfaces}}
de-de,aircrack.interfaces.are,Hier sind die verfügbaren Schnittstellen: {{available_interfaces}}
de-de,aircrack.interfaces.are,{{available_interfaces}} stehen zur Verfügung.
de-de,aircrack.monitor.stopped.early,Der Monitor wurde angehalten bevor der Handshake aufgezeichnet wurde.
de-de,aircrack.networks.are,Folgende Netzwerke sind verfügbar: {{available_networks}}
de-de,aircrack.no.interfaces,Es gibt keine verfügbaren Schnittstellen.
de-de,aircrack.no.networks,Es sind keine Netzwerke verfügbar.
de-de,aircrack.no.password,Kein Passwort gefunden.
de-de,aircrack.no.such.interface,Keine solche Schnittstelle gefunden.
de-de,aircrack.no.such.network,Kein solches Netzwerk gefunden.
de-de,aircrack.recovered.password,Das folgende Passwort wurde wiederhergestellt: {{password}}
de-de,aircrack.select.interface.first,Bitte wähle zuerst die Schnittstelle.
de-de,aircrack.selected.interface,{{selected_interface}} interface Ausgewählt.
de-de,aircrack.selected.network,wähle {{selected_network}}als Netzwerk.
de-de,aircrack.start.monitor,Starte den Monitor
de-de,aircrack.stop.monitor,stoppe Monitor
de-de,alarm.alarm.ampm,Kein Problem. was soll ich einstellen? A.M. or P.M.?
de-de,alarm.alarm.ampm,Soll ich das einstellen für A.M. oder P.M.?
de-de,alarm.alarm.ampm,Na sicher. Für A.M. oder P.M.?
de-de,alarm.alarm.error,Es tut mir leid. versuchst du einen Alarm einzustellen? kannst du das bitte umformulieren.
de-de,alarm.alarm.error,Es scheint dass du versuchst einen Alarm auszulösen. kannst du das bitte umformulieren.
de-de,alarm.alarm.off,der alarm wurde ausgeschalten
de-de,alarm.alarm.off,der alarm wurde deaktiviert
de-de,alarm.alarm.off,der alarm wurde gestoppt
de-de,alarm.alarm.set.h,Ich habe einen Alarm für erstellt {{hours}} Stunden.
de-de,alarm.alarm.set.hm,Ich habe einen Alarm für erstellt {{hours}} Stunden and {{minutes}} Minuten.
de-de,alarm.alarm.set.m,Ich habe einen Alarm für erstellt {{minutes}} Minuten.
de-de,alarm.alarm.status,Ich haben keine aktiven Alarme
de-de,alarm.alarm.status,Ich sehe keine aktiven Alarme
de-de,alarm.alarm.status,Es scheint als hätten Ich keine aktiven Alarme
de-de,alarm.alarm.stop,sage alarm ausschalten um alarm zu beenden
de-de,alarm.no.time.found,Ich hatte keine Zeit diesen Alarm zu planen.
de-de,alarm.schedule.create,Alarm eingestellt auf {{datetime}}
de-de,alarm.schedule.create,du hast einen neuen alarm um {{datetime}}
de-de,alarm.schedule.create,ein neuer alarm um {{datetime}} wurde hinzugefügt
de-de,alarm.schedule.datetime.error,Entschuldigung ich kannn kein korrektes Datum oder Uhrzeit finden.
de-de,alarm.schedule.datetime.error,Es ist nicht möglich einen Alarm ohne eingestelltes Datum und Uhrzeit.
de-de,alarm.schedule.delete.empty,Du hast kein Alarm den ich löschen könnte
de-de,alarm.schedule.delete.empty,ich habe keinen Alarm den ich löschen könnte
de-de,alarm.schedule.delete.many,{{amount}} Alarme wurden gelöscht
de-de,alarm.schedule.delete.many,{{amount}} Alarme wurden entfernt
de-de,alarm.schedule.delete.many,Du hast {{amount}} Alarme gelöscht
de-de,alarm.schedule.delete.single,ein Alarm wurde gelöscht
de-de,alarm.schedule.delete.single,Ich habe einen Alarm gelöscht
de-de,alarm.schedule.delete.single,Ich habe ein Alarm gelöcht
de-de,alarm.schedule.list,du hast einen Alarm um {{datetime}}
de-de,alarm.schedule.list,ich soll dich um {{datetime}} wecken
de-de,alarm.schedule.list.empty,ich habe keinen Alarm hinterlegt
de-de,alarm.schedule.list.empty,du hast keinen Alarm eingetragen
de-de,auto-volume-skill.activate,OK
de-de,auto-volume-skill.activate,Automatische Lautstärke aktiviert
de-de,auto-volume-skill.activate,Ich habe die automatische Lautstärke aktiviert
de-de,auto-volume-skill.deactivate,OK
de-de,auto-volume-skill.deactivate,Automatische Lautstärke ist deaktiviert 
de-de,auto-volume-skill.deactivate,Ich habe die automatische Lautstärke nun deaktiviert
de-de,auto-volume-skill.reset,Ich habe (die|) automatische Lautstärke nun zurückgesetzt
de-de,avmusic.neon.ChangeMind,Lass es mich wissen wenn du deine Meinung änderst
de-de,avmusic.neon.PlayNow,Soll ich es jetzt spielen?
de-de,avmusic.neon.SayResume,Musik ist pausiert. sage weiter um die Wiedergabe fortzusetzen
de-de,avmusic.neon.SayStop,Sage anhalten oder pausieren wenn du fertig bist
de-de,avmusic.neon.TryAgain,Es tut mir leid ich konnte die gesuchte Musik nicht finden. Könntest du es nochmal versuchen?
de-de,caffeinewiz.neon.drink.caffeine,das Getränk {{drink}} hat {{caffeine_content}} Koffein auf {{drink_size}} unzen. eine Unze sind 30 Milliliter.
de-de,cocktail.NotFound,Entschuldigung ich konnte den gefragten Drink nicht finden
de-de,cocktail.NotFound,Ich fürchte ich konnte das nicht finden
de-de,cocktail.YouWillNeed,Du benötigst {ingredients} und {final_ingredient}
de-de,cocktail.YouWillNeed,Du benötigst {ingredients} und {final_ingredient}
de-de,cocktail.YouWillNeed,Die erforderlichen Zutaten sind: {ingredients} und {final_ingredient}
de-de,configuration.config.no_change,Konfiguration hat sich nicht geändert
de-de,configuration.config.no_change,Keine Änderungen vorhanden
de-de,configuration.config.not.paired,Konnte die Konfiguration nicht abrufen Gerät ist nicht gepaart.
de-de,configuration.config.not.paired,Konfiguration konnte nicht aktualisiert werden bitte paare das Gerät
de-de,configuration.config.updated,Konfiguration aktualisiert.
de-de,configuration.config.updated,deine Gerätekonfiguration wurde aktualisiert.
de-de,configuration.config.updated,dein Gerät wurde konfiguriert.
de-de,configuration.download.started,Das Herunterladen des neuen Zuhörers dauert ein wenig und Sie können mich erst nach dem Abschluss verwenden. Gib mir eine Minute bevor ich versuche mich wieder zu aktivieren.
de-de,configuration.get.listener,Der aktuelle Empfänger ist {{listener}}.
de-de,configuration.get.listener,Der Empfänger ist auf eingestellt {{listener}}.
de-de,configuration.i.am.at,ich bin in {{city}} {{state}} {{country}}
de-de,configuration.i.am.at,Meine Einstellungen sagen mir ich bin in {{city}} {{state}} {{country}}
de-de,configuration.listener.same,Der Empfönger ist bereits eingestellt {{listener}}.
de-de,configuration.model.is,Das aktuelle precence Modell hat die Kennung {{name}}.
de-de,configuration.model.is,Das aktuelle Modell hat die Kennung {{name}}.
de-de,configuration.models.not.found,Ich konnte keine Modelldateien zum Aktualisieren finden.
de-de,configuration.models.updated,Ich habe die Precise-Modelle aktualisiert.
de-de,configuration.must.be.hey.mycroft,Das Weckwort muss auf "hey mycroft" eingestellt sein um präzise zu sein. Du kannst das unter home punkt mycroft punkt AI tun.
de-de,configuration.must.update,Bitte aktualisiere zuerst deine Software..
de-de,configuration.my.name.is,Mein Gerätename ist {{name}}
de-de,configuration.my.name.is,Ich bin als {{name}} bennant
de-de,configuration.not.precise,Der Precise ist nicht auf "Genau" eingestellt.
de-de,configuration.set.listener,Ich habe den Epfänger auf {{listener}} eingestellt.
de-de,count-skill.count_error,Ich verstehe nicht. 
de-de,count-skill.count_error,Mir fehlt etwas.
de-de,count-skill.count_error,Sag das bitte noch mal
de-de,count-skill.count_error,Entschuldigung. Ich habe das nicht gehört.
de-de,count-skill.count_start,Zähle bis {number}. Ich beginne jetzt!
de-de,count-skill.count_stop,Erledigt!
de-de,count-skill.count_stop,Fertig!
de-de,count-skill.countdown_start,Ich zähle von {number} herunter. Ich starte jetzt!
de-de,count-skill.countdown_stop,Erledigt!
de-de,count-skill.countdown_stop,Fertig!
de-de,cut-up-skill.frag_type.set,Den {{frag_type}} Fragment-Typ ausgewählt.
de-de,cut-up-skill.maximum.set,Maximale Stückgröße auf {{max}} gesetzt.
de-de,cut-up-skill.minimum.set,Minimale Stückgröße auf {{min}} gesetzt.
de-de,cut-up-skill.randomness.set,Zufälligkeit auf {{rand}} Prozent gesetzt.
de-de,deezer.intro,Danke dass dur den Deezer Skill Installiert hast. Es sind noch ein paar weitere Schritte nötig. Bitte folge den zusätzlichen Anweisungen.
de-de,dice-skill.multiple.modificator.result,Deine Zahlen sind {result} und addieren sich zu {total}
de-de,dice-skill.multiple.result,Deine Zahlen sind {result}
