da-dk,Crystal-Ball-Mycroft-Skill.random.answer,ja
da-dk,Crystal-Ball-Mycroft-Skill.random.answer,Nej
da-dk,Crystal-Ball-Mycroft-Skill.random.answer,Prøv at spørge igen senere
da-dk,Crystal-Ball-Mycroft-Skill.random.answer,Helt sikkert
da-dk,Crystal-Ball-Mycroft-Skill.random.answer,Selvfølgelig ikke
da-dk,Crystal-Ball-Mycroft-Skill.random.answer,Helt sikkert
da-dk,Crystal-Ball-Mycroft-Skill.random.answer,Nope
da-dk,Crystal-Ball-Mycroft-Skill.random.answer,Hvorfor ikke?
da-dk,Crystal-Ball-Mycroft-Skill.random.answer,Jeg ville ikek vædde om det
da-dk,Crystal-Ball-Mycroft-Skill.random.answer,Helt klart!
da-dk,Crystal-Ball-Mycroft-Skill.random.answer,Hold ikek vejret
da-dk,Number-Guess-Mycroft-Skill.correct,Det er rigtigt!
da-dk,Number-Guess-Mycroft-Skill.correct,Du fik den!
da-dk,Number-Guess-Mycroft-Skill.correct,Korrekt!
da-dk,Number-Guess-Mycroft-Skill.correct,Det er nummeret!
da-dk,Number-Guess-Mycroft-Skill.correct,Godt arbejde!
da-dk,Number-Guess-Mycroft-Skill.correct,Du vinder!
da-dk,Number-Guess-Mycroft-Skill.get.lower,Hvad skal den nedre grænse være?
da-dk,Number-Guess-Mycroft-Skill.get.upper,Hvad skal den øvre grænse være?
da-dk,Number-Guess-Mycroft-Skill.guess,Gæt nummeret
da-dk,Number-Guess-Mycroft-Skill.guess,Hvad tror du nummeret er
da-dk,Number-Guess-Mycroft-Skill.guess,Gæt
da-dk,Number-Guess-Mycroft-Skill.input.error,Jeg kunne ikke forstå hvad du sagde
da-dk,Number-Guess-Mycroft-Skill.input.error,Noget gik galt da jeg forsøgte at forstå det
da-dk,Number-Guess-Mycroft-Skill.input.error,En input fejl opstod
da-dk,Number-Guess-Mycroft-Skill.input.error,Kunne du gentage det?
da-dk,Number-Guess-Mycroft-Skill.invalid.input,Det svar var ugyldigt. Jeg skal bruge et nummer
da-dk,Number-Guess-Mycroft-Skill.invalid.input,Svar venligst med et nummer
da-dk,Number-Guess-Mycroft-Skill.invalid.input,Du skal svare med et nummer
da-dk,Number-Guess-Mycroft-Skill.invalid.input,Det er ikke et nummer
da-dk,Number-Guess-Mycroft-Skill.start.game,OK lad os spille
da-dk,Number-Guess-Mycroft-Skill.start.game,Lad spillet begynde
da-dk,Number-Guess-Mycroft-Skill.start.game,Starter spillet
da-dk,Number-Guess-Mycroft-Skill.start.game,Lad os starte
da-dk,Number-Guess-Mycroft-Skill.start.game,Lad os se hvad du kan
da-dk,Number-Guess-Mycroft-Skill.start.game,Alright. Lad os spille Gæt Nummer
da-dk,Number-Guess-Mycroft-Skill.too.high,For højt
da-dk,Number-Guess-Mycroft-Skill.too.low,For lavt
da-dk,auto-volume-skill.activate,OK
da-dk,auto-volume-skill.activate,Auto volume aktiveret
da-dk,auto-volume-skill.activate,Jeg har aktiveret auto volume
da-dk,auto-volume-skill.deactivate,OK
da-dk,auto-volume-skill.deactivate,Auto volume er deaktiveret
da-dk,auto-volume-skill.deactivate,Jeg har nu deaktiveret auto volume
da-dk,auto-volume-skill.reset,Jeg har nu resat auto volume
da-dk,cocktail.NotFound,Beklager jeg kunne ikke finde den ænskede drink
da-dk,cocktail.NotFound,Jeg er bange for jeg ikke kan finde den
da-dk,cocktail.YouWillNeed,Du behøver {ingredients} og {final_ingredient}
da-dk,cocktail.YouWillNeed,Du behøver {ingredients} og {final_ingredient}
da-dk,cocktail.YouWillNeed,De nødvendige indgridienter er: {ingredients} og {final_ingredient} 
da-dk,count-skill.count_error,Jeg forstår det ikke.
da-dk,count-skill.count_error,Jeg mangler noget.
da-dk,count-skill.count_error,Gentag?
da-dk,count-skill.count_error,Undskyld. Jeg hørte det ikke.
da-dk,count-skill.count_start,Tæller til {number}. Starter nu!
da-dk,count-skill.count_stop,Gjort!
da-dk,count-skill.count_stop,Slut!
da-dk,count-skill.countdown_start,Nedtælling fra {number}. Starter nu!
da-dk,count-skill.countdown_stop,Gjort!
da-dk,count-skill.countdown_stop,Slut!
da-dk,dice-skill.multiple.modificator.result,Dina tal er {result} tilføjet til totalen {total}
da-dk,dice-skill.multiple.result,Dine numrer er {result}
da-dk,dice-skill.range.needed,Du skal specificere et interval
da-dk,dice-skill.range.needed,Jeg behøver et interval for at gøre det
da-dk,dice-skill.range.needed,Fortæl mig hvilket interval du ønsker dine numrer fra
da-dk,dice-skill.single.modificator.result,Resultatet er {total}.
da-dk,dice-skill.single.result,Resultatet er {result}.
da-dk,dice-skill.single.result,Dit nummer er {result}
da-dk,email-skill.error.getting.email,Der opstod en fejl ved at få din email Prøv at kontrollere dine legitimationsoplysninger og serveroplysninger
da-dk,email-skill.error.getting.email,Tjek dine legitimationsoplysninger og serveroplysninger fordi der var et problem at få din mail
da-dk,email-skill.error.getting.email,Jeg kan ikke oprette forbindelse til din e-mail-server Tjek din adgangskode og serverinformation
da-dk,email-skill.list.subjects,nummer {message_num} er fra {sender} Dets emne er {subject}
da-dk,email-skill.list.subjects,nummer {message_num} s emne er {subject} Dens fra {sender}
da-dk,email-skill.list.subjects,Meddelelsesnummer {message_num} er fra {sender} Dets emne er {subject}
da-dk,email-skill.more.emails,Vil du høre mere
da-dk,email-skill.more.emails,vil du høre flere af dine emails
da-dk,email-skill.more.emails,vil du høre mere
da-dk,email-skill.no.more.emails,O  K
da-dk,email-skill.no.new.email,Der er ingen nye email
da-dk,email-skill.no.new.email,Der er ingen nye email
da-dk,email-skill.no.new.email,Der er ingen ny mail
da-dk,email-skill.no.new.email,Der er ikke nogen nye mail
