fr-fr,Crystal-Ball-Mycroft-Skill.random.answer,Oui
fr-fr,Crystal-Ball-Mycroft-Skill.random.answer,Non
fr-fr,Crystal-Ball-Mycroft-Skill.random.answer,Essayez de redemander plus tard
fr-fr,Crystal-Ball-Mycroft-Skill.random.answer,Sans aucun doute
fr-fr,Crystal-Ball-Mycroft-Skill.random.answer,Bien sur que non
fr-fr,Crystal-Ball-Mycroft-Skill.random.answer,Bien sûr
fr-fr,Crystal-Ball-Mycroft-Skill.random.answer,Aucun
fr-fr,Crystal-Ball-Mycroft-Skill.random.answer,Pourquoi pas?
fr-fr,Crystal-Ball-Mycroft-Skill.random.answer,Je ne parierais pas là-dessus
fr-fr,Crystal-Ball-Mycroft-Skill.random.answer,Tu parles|paries!
fr-fr,Crystal-Ball-Mycroft-Skill.random.answer,Ne retenez pas votre souffle
fr-fr,Number-Guess-Mycroft-Skill.correct,C'est correct!
fr-fr,Number-Guess-Mycroft-Skill.correct,Tu as trouvé!
fr-fr,Number-Guess-Mycroft-Skill.correct,Correct!
fr-fr,Number-Guess-Mycroft-Skill.correct,C'est le bon numéro!
fr-fr,Number-Guess-Mycroft-Skill.correct,Beau travail!
fr-fr,Number-Guess-Mycroft-Skill.correct,Tu as gagné!
fr-fr,Number-Guess-Mycroft-Skill.get.lower,Quelle limite inférieur veux-tu?
fr-fr,Number-Guess-Mycroft-Skill.get.upper,Quelle limite supérieur veux-tu?
fr-fr,Number-Guess-Mycroft-Skill.guess,Devine le numéro
fr-fr,Number-Guess-Mycroft-Skill.guess,Quel est le numéro selon toi?
fr-fr,Number-Guess-Mycroft-Skill.guess,Devine
fr-fr,Number-Guess-Mycroft-Skill.input.error,Je n'ai pas compris ce que tu as dit
fr-fr,Number-Guess-Mycroft-Skill.input.error,Quelque chose a mal tourné pendant que j'essayais de comprendre (cela|cette situation)
fr-fr,Number-Guess-Mycroft-Skill.input.error,Une erreur de saisie s'est produite
fr-fr,Number-Guess-Mycroft-Skill.input.error,Pourriez-vous répéter cela?
fr-fr,Number-Guess-Mycroft-Skill.invalid.input,Cette réponse n'était pas valable. J'ai besoin d'un (numéro|chiffre)
fr-fr,Number-Guess-Mycroft-Skill.invalid.input,Veuillez répondre avec un (numéro|chiffre)
fr-fr,Number-Guess-Mycroft-Skill.invalid.input,Vous devez répondre avec un (numéro|chiffre)
fr-fr,Number-Guess-Mycroft-Skill.invalid.input,Ce n'est pas un numéro
fr-fr,Number-Guess-Mycroft-Skill.start.game,OK jouons
